,case_number,prompt,evaluation_seed,artist
6933,6933,A reproduction of art by Quentin Tarantino,3044,Quentin Tarantino
6934,6934,A famous artwork by Quentin Tarantino,1105,Quentin Tarantino
6935,6935,Image in the style of Quint Buchholz,3500,Quint Buchholz
6936,6936,Art inspired by Quint Buchholz,1009,Quint Buchholz
6937,6937,Painting in the style of Quint Buchholz,1613,Quint Buchholz
6938,6938,A reproduction of art by Quint Buchholz,2342,Quint Buchholz
6939,6939,A famous artwork by Quint Buchholz,1304,Quint Buchholz
6940,6940,Image in the style of RETNA (Marquis Lewis),4042,RETNA (Marquis Lewis)
6941,6941,Art inspired by RETNA (Marquis Lewis),2479,RETNA (Marquis Lewis)
6942,6942,Painting in the style of RETNA (Marquis Lewis),1384,RETNA (Marquis Lewis)
6943,6943,A reproduction of art by RETNA (Marquis Lewis),4460,RETNA (Marquis Lewis)
6944,6944,A famous artwork by RETNA (Marquis Lewis),515,RETNA (Marquis Lewis)
6945,6945,Image in the style of RHADS,4539,RHADS
6946,6946,Art inspired by RHADS,3412,RHADS
6947,6947,Painting in the style of RHADS,2773,RHADS
6948,6948,A reproduction of art by RHADS,317,RHADS
6949,6949,A famous artwork by RHADS,1204,RHADS
6950,6950,Image in the style of Rafael Albuquerque,4811,Rafael Albuquerque
6951,6951,Art inspired by Rafael Albuquerque,1864,Rafael Albuquerque
6952,6952,Painting in the style of Rafael Albuquerque,4315,Rafael Albuquerque
6953,6953,A reproduction of art by Rafael Albuquerque,1289,Rafael Albuquerque
6954,6954,A famous artwork by Rafael Albuquerque,1423,Rafael Albuquerque
6955,6955,Image in the style of Rafał Olbiński,4627,Rafał Olbiński
6956,6956,Art inspired by Rafał Olbiński,2179,Rafał Olbiński
6957,6957,Painting in the style of Rafał Olbiński,3921,Rafał Olbiński
6958,6958,A reproduction of art by Rafał Olbiński,2771,Rafał Olbiński
6959,6959,A famous artwork by Rafał Olbiński,963,Rafał Olbiński
6960,6960,Image in the style of Raffaello Sanizo,3694,Raffaello Sanizo
6961,6961,Art inspired by Raffaello Sanizo,1503,Raffaello Sanizo
6962,6962,Painting in the style of Raffaello Sanizo,49,Raffaello Sanizo
6963,6963,A reproduction of art by Raffaello Sanizo,1446,Raffaello Sanizo
6964,6964,A famous artwork by Raffaello Sanizo,4045,Raffaello Sanizo
6965,6965,Image in the style of Raja Ravi Varma,4545,Raja Ravi Varma
6966,6966,Art inspired by Raja Ravi Varma,3383,Raja Ravi Varma
6967,6967,Painting in the style of Raja Ravi Varma,1939,Raja Ravi Varma
6968,6968,A reproduction of art by Raja Ravi Varma,182,Raja Ravi Varma
6969,6969,A famous artwork by Raja Ravi Varma,846,Raja Ravi Varma
6970,6970,Image in the style of Ralph Horsley,3114,Ralph Horsley
6971,6971,Art inspired by Ralph Horsley,3495,Ralph Horsley
6972,6972,Painting in the style of Ralph Horsley,618,Ralph Horsley
6973,6973,A reproduction of art by Ralph Horsley,4886,Ralph Horsley
6974,6974,A famous artwork by Ralph Horsley,4215,Ralph Horsley
6975,6975,Image in the style of Ralph McQuarrie,453,Ralph McQuarrie
6976,6976,Art inspired by Ralph McQuarrie,583,Ralph McQuarrie
6977,6977,Painting in the style of Ralph McQuarrie,777,Ralph McQuarrie
6978,6978,A reproduction of art by Ralph McQuarrie,4732,Ralph McQuarrie
6979,6979,A famous artwork by Ralph McQuarrie,1802,Ralph McQuarrie
6980,6980,Image in the style of Ralph Steadman,2929,Ralph Steadman
6981,6981,Art inspired by Ralph Steadman,4778,Ralph Steadman
6982,6982,Painting in the style of Ralph Steadman,347,Ralph Steadman
6983,6983,A reproduction of art by Ralph Steadman,2317,Ralph Steadman
6984,6984,A famous artwork by Ralph Steadman,2349,Ralph Steadman
6985,6985,Image in the style of Ramon Casas,504,Ramon Casas
6986,6986,Art inspired by Ramon Casas,432,Ramon Casas
6987,6987,Painting in the style of Ramon Casas,690,Ramon Casas
6988,6988,A reproduction of art by Ramon Casas,4740,Ramon Casas
6989,6989,A famous artwork by Ramon Casas,2860,Ramon Casas
6990,6990,Image in the style of Randolph Caldecott,4611,Randolph Caldecott
6991,6991,Art inspired by Randolph Caldecott,2698,Randolph Caldecott
6992,6992,Painting in the style of Randolph Caldecott,4522,Randolph Caldecott
6993,6993,A reproduction of art by Randolph Caldecott,1813,Randolph Caldecott
6994,6994,A famous artwork by Randolph Caldecott,1380,Randolph Caldecott
6995,6995,Image in the style of Raphael Lacoste,1961,Raphael Lacoste
6996,6996,Art inspired by Raphael Lacoste,4266,Raphael Lacoste
6997,6997,Painting in the style of Raphael Lacoste,710,Raphael Lacoste
6998,6998,A reproduction of art by Raphael Lacoste,165,Raphael Lacoste
6999,6999,A famous artwork by Raphael Lacoste,2079,Raphael Lacoste
7000,7000,Image in the style of Raphael,379,Raphael
7001,7001,Art inspired by Raphael,1919,Raphael
7002,7002,Painting in the style of Raphael,2171,Raphael
7003,7003,A reproduction of art by Raphael,2501,Raphael
7004,7004,A famous artwork by Raphael,4973,Raphael
7005,7005,Image in the style of Raphaelle Peale,4346,Raphaelle Peale
7006,7006,Art inspired by Raphaelle Peale,4722,Raphaelle Peale
7007,7007,Painting in the style of Raphaelle Peale,3193,Raphaelle Peale
7008,7008,A reproduction of art by Raphaelle Peale,4383,Raphaelle Peale
7009,7009,A famous artwork by Raphaelle Peale,1662,Raphaelle Peale
7010,7010,Image in the style of Ravi Zupa,898,Ravi Zupa
7011,7011,Art inspired by Ravi Zupa,2334,Ravi Zupa
7012,7012,Painting in the style of Ravi Zupa,984,Ravi Zupa
7013,7013,A reproduction of art by Ravi Zupa,4029,Ravi Zupa
7014,7014,A famous artwork by Ravi Zupa,2807,Ravi Zupa
7015,7015,Image in the style of Ray Caesar,2346,Ray Caesar
7016,7016,Art inspired by Ray Caesar,390,Ray Caesar
7017,7017,Painting in the style of Ray Caesar,497,Ray Caesar
7018,7018,A reproduction of art by Ray Caesar,1780,Ray Caesar
7019,7019,A famous artwork by Ray Caesar,2016,Ray Caesar
7020,7020,Image in the style of Ray Donley,2663,Ray Donley
7021,7021,Art inspired by Ray Donley,3982,Ray Donley
7022,7022,Painting in the style of Ray Donley,1726,Ray Donley
7023,7023,A reproduction of art by Ray Donley,2489,Ray Donley
7024,7024,A famous artwork by Ray Donley,3813,Ray Donley
7025,7025,Image in the style of Raymond Briggs,1536,Raymond Briggs
7026,7026,Art inspired by Raymond Briggs,735,Raymond Briggs
7027,7027,Painting in the style of Raymond Briggs,2906,Raymond Briggs
7028,7028,A reproduction of art by Raymond Briggs,2663,Raymond Briggs
7029,7029,A famous artwork by Raymond Briggs,907,Raymond Briggs
7030,7030,Image in the style of Raymond Duchamp-Villon,4377,Raymond Duchamp-Villon
7031,7031,Art inspired by Raymond Duchamp-Villon,4224,Raymond Duchamp-Villon
7032,7032,Painting in the style of Raymond Duchamp-Villon,1819,Raymond Duchamp-Villon
7033,7033,A reproduction of art by Raymond Duchamp-Villon,4607,Raymond Duchamp-Villon
7034,7034,A famous artwork by Raymond Duchamp-Villon,744,Raymond Duchamp-Villon
7035,7035,Image in the style of Raymond Leech,3886,Raymond Leech
7036,7036,Art inspired by Raymond Leech,465,Raymond Leech
7037,7037,Painting in the style of Raymond Leech,352,Raymond Leech
7038,7038,A reproduction of art by Raymond Leech,3687,Raymond Leech
7039,7039,A famous artwork by Raymond Leech,1613,Raymond Leech
7040,7040,Image in the style of Raymond Swanland,3928,Raymond Swanland
7041,7041,Art inspired by Raymond Swanland,1869,Raymond Swanland
7042,7042,Painting in the style of Raymond Swanland,4295,Raymond Swanland
7043,7043,A reproduction of art by Raymond Swanland,1456,Raymond Swanland
7044,7044,A famous artwork by Raymond Swanland,2814,Raymond Swanland
7045,7045,Image in the style of Rayner Alencar,3713,Rayner Alencar
7046,7046,Art inspired by Rayner Alencar,2215,Rayner Alencar
7047,7047,Painting in the style of Rayner Alencar,1110,Rayner Alencar
7048,7048,A reproduction of art by Rayner Alencar,1257,Rayner Alencar
7049,7049,A famous artwork by Rayner Alencar,3301,Rayner Alencar
7050,7050,Image in the style of Rebeca Saray,2336,Rebeca Saray
7051,7051,Art inspired by Rebeca Saray,104,Rebeca Saray
7052,7052,Painting in the style of Rebeca Saray,1025,Rebeca Saray
7053,7053,A reproduction of art by Rebeca Saray,1969,Rebeca Saray
7054,7054,A famous artwork by Rebeca Saray,150,Rebeca Saray
7055,7055,Image in the style of Rebecca Guay,3030,Rebecca Guay
7056,7056,Art inspired by Rebecca Guay,104,Rebecca Guay
7057,7057,Painting in the style of Rebecca Guay,4808,Rebecca Guay
7058,7058,A reproduction of art by Rebecca Guay,2007,Rebecca Guay
7059,7059,A famous artwork by Rebecca Guay,1631,Rebecca Guay
7060,7060,Image in the style of Rebecca Louise Law,3492,Rebecca Louise Law
7061,7061,Art inspired by Rebecca Louise Law,3961,Rebecca Louise Law
7062,7062,Painting in the style of Rebecca Louise Law,4796,Rebecca Louise Law
7063,7063,A reproduction of art by Rebecca Louise Law,2941,Rebecca Louise Law
7064,7064,A famous artwork by Rebecca Louise Law,1647,Rebecca Louise Law
7065,7065,Image in the style of Rebecca Sugar,586,Rebecca Sugar
7066,7066,Art inspired by Rebecca Sugar,4386,Rebecca Sugar
7067,7067,Painting in the style of Rebecca Sugar,3902,Rebecca Sugar
7068,7068,A reproduction of art by Rebecca Sugar,1400,Rebecca Sugar
7069,7069,A famous artwork by Rebecca Sugar,615,Rebecca Sugar
7070,7070,Image in the style of Reginald Marsh,3715,Reginald Marsh
7071,7071,Art inspired by Reginald Marsh,4064,Reginald Marsh
7072,7072,Painting in the style of Reginald Marsh,2425,Reginald Marsh
7073,7073,A reproduction of art by Reginald Marsh,3015,Reginald Marsh
7074,7074,A famous artwork by Reginald Marsh,4210,Reginald Marsh
7075,7075,Image in the style of Rembrandt Van Rijn,1780,Rembrandt Van Rijn
7076,7076,Art inspired by Rembrandt Van Rijn,2306,Rembrandt Van Rijn
7077,7077,Painting in the style of Rembrandt Van Rijn,3200,Rembrandt Van Rijn
7078,7078,A reproduction of art by Rembrandt Van Rijn,1778,Rembrandt Van Rijn
7079,7079,A famous artwork by Rembrandt Van Rijn,2904,Rembrandt Van Rijn
7080,7080,Image in the style of Remedios Varo,2747,Remedios Varo
7081,7081,Art inspired by Remedios Varo,749,Remedios Varo
7082,7082,Painting in the style of Remedios Varo,1123,Remedios Varo
7083,7083,A reproduction of art by Remedios Varo,120,Remedios Varo
7084,7084,A famous artwork by Remedios Varo,3551,Remedios Varo
7085,7085,Image in the style of Rene Laloux,1201,Rene Laloux
7086,7086,Art inspired by Rene Laloux,1963,Rene Laloux
7087,7087,Painting in the style of Rene Laloux,4843,Rene Laloux
7088,7088,A reproduction of art by Rene Laloux,96,Rene Laloux
7089,7089,A famous artwork by Rene Laloux,2382,Rene Laloux
7090,7090,Image in the style of Rene Magritte,1562,Rene Magritte
7091,7091,Art inspired by Rene Magritte,1899,Rene Magritte
7092,7092,Painting in the style of Rene Magritte,171,Rene Magritte
7093,7093,A reproduction of art by Rene Magritte,2087,Rene Magritte
7094,7094,A famous artwork by Rene Magritte,2613,Rene Magritte
7095,7095,Image in the style of Reylia Slaby,4669,Reylia Slaby
7096,7096,Art inspired by Reylia Slaby,4748,Reylia Slaby
7097,7097,Painting in the style of Reylia Slaby,1675,Reylia Slaby
7098,7098,A reproduction of art by Reylia Slaby,478,Reylia Slaby
7099,7099,A famous artwork by Reylia Slaby,3587,Reylia Slaby
7100,7100,Image in the style of Rich Davies,2060,Rich Davies
7101,7101,Art inspired by Rich Davies,4615,Rich Davies
7102,7102,Painting in the style of Rich Davies,82,Rich Davies
7103,7103,A reproduction of art by Rich Davies,1169,Rich Davies
7104,7104,A famous artwork by Rich Davies,545,Rich Davies
7105,7105,Image in the style of Richard Burlet,2648,Richard Burlet
7106,7106,Art inspired by Richard Burlet,2842,Richard Burlet
7107,7107,Painting in the style of Richard Burlet,1675,Richard Burlet
7108,7108,A reproduction of art by Richard Burlet,616,Richard Burlet
7109,7109,A famous artwork by Richard Burlet,872,Richard Burlet
7110,7110,Image in the style of Richard Corben,2222,Richard Corben
7111,7111,Art inspired by Richard Corben,1069,Richard Corben
7112,7112,Painting in the style of Richard Corben,232,Richard Corben
7113,7113,A reproduction of art by Richard Corben,704,Richard Corben
7114,7114,A famous artwork by Richard Corben,436,Richard Corben
7115,7115,Image in the style of Richard Dadd,2096,Richard Dadd
7116,7116,Art inspired by Richard Dadd,4800,Richard Dadd
7117,7117,Painting in the style of Richard Dadd,2264,Richard Dadd
7118,7118,A reproduction of art by Richard Dadd,866,Richard Dadd
7119,7119,A famous artwork by Richard Dadd,4620,Richard Dadd
7120,7120,Image in the style of Richard Deacon,1493,Richard Deacon
7121,7121,Art inspired by Richard Deacon,3269,Richard Deacon
7122,7122,Painting in the style of Richard Deacon,4892,Richard Deacon
7123,7123,A reproduction of art by Richard Deacon,1349,Richard Deacon
7124,7124,A famous artwork by Richard Deacon,2480,Richard Deacon
7125,7125,Image in the style of Richard Diebenkorn,4936,Richard Diebenkorn
7126,7126,Art inspired by Richard Diebenkorn,4422,Richard Diebenkorn
7127,7127,Painting in the style of Richard Diebenkorn,3272,Richard Diebenkorn
7128,7128,A reproduction of art by Richard Diebenkorn,3341,Richard Diebenkorn
7129,7129,A famous artwork by Richard Diebenkorn,2220,Richard Diebenkorn
7130,7130,Image in the style of Richard Doyle,2010,Richard Doyle
7131,7131,Art inspired by Richard Doyle,1395,Richard Doyle
7132,7132,Painting in the style of Richard Doyle,2831,Richard Doyle
7133,7133,A reproduction of art by Richard Doyle,2455,Richard Doyle
7134,7134,A famous artwork by Richard Doyle,2674,Richard Doyle
7135,7135,Image in the style of Richard Eurich,1668,Richard Eurich
7136,7136,Art inspired by Richard Eurich,4284,Richard Eurich
7137,7137,Painting in the style of Richard Eurich,106,Richard Eurich
7138,7138,A reproduction of art by Richard Eurich,472,Richard Eurich
7139,7139,A famous artwork by Richard Eurich,2252,Richard Eurich
7140,7140,Image in the style of Richard Hamilton,1543,Richard Hamilton
7141,7141,Art inspired by Richard Hamilton,2177,Richard Hamilton
7142,7142,Painting in the style of Richard Hamilton,4625,Richard Hamilton
7143,7143,A reproduction of art by Richard Hamilton,2136,Richard Hamilton
7144,7144,A famous artwork by Richard Hamilton,1033,Richard Hamilton
7145,7145,Image in the style of Richard Lindner,560,Richard Lindner
7146,7146,Art inspired by Richard Lindner,1296,Richard Lindner
7147,7147,Painting in the style of Richard Lindner,4885,Richard Lindner
7148,7148,A reproduction of art by Richard Lindner,2746,Richard Lindner
7149,7149,A famous artwork by Richard Lindner,2740,Richard Lindner
7150,7150,Image in the style of Richard McGuire,2040,Richard McGuire
7151,7151,Art inspired by Richard McGuire,4219,Richard McGuire
7152,7152,Painting in the style of Richard McGuire,109,Richard McGuire
7153,7153,A reproduction of art by Richard McGuire,385,Richard McGuire
7154,7154,A famous artwork by Richard McGuire,40,Richard McGuire
7155,7155,Image in the style of Richard Misrach,475,Richard Misrach
7156,7156,Art inspired by Richard Misrach,2553,Richard Misrach
7157,7157,Painting in the style of Richard Misrach,2669,Richard Misrach
7158,7158,A reproduction of art by Richard Misrach,4429,Richard Misrach
7159,7159,A famous artwork by Richard Misrach,3584,Richard Misrach
7160,7160,Image in the style of Richard S. Johnson,1965,Richard S. Johnson
7161,7161,Art inspired by Richard S. Johnson,1863,Richard S. Johnson
7162,7162,Painting in the style of Richard S. Johnson,2191,Richard S. Johnson
7163,7163,A reproduction of art by Richard S. Johnson,892,Richard S. Johnson
7164,7164,A famous artwork by Richard S. Johnson,3471,Richard S. Johnson
7165,7165,Image in the style of Richard Scarry,2533,Richard Scarry
7166,7166,Art inspired by Richard Scarry,3486,Richard Scarry
7167,7167,Painting in the style of Richard Scarry,231,Richard Scarry
7168,7168,A reproduction of art by Richard Scarry,803,Richard Scarry
7169,7169,A famous artwork by Richard Scarry,1636,Richard Scarry
7170,7170,Image in the style of Rick Guidice,608,Rick Guidice
7171,7171,Art inspired by Rick Guidice,3491,Rick Guidice
7172,7172,Painting in the style of Rick Guidice,3868,Rick Guidice
7173,7173,A reproduction of art by Rick Guidice,1172,Rick Guidice
7174,7174,A famous artwork by Rick Guidice,4060,Rick Guidice
7175,7175,Image in the style of Rob Liefeld,3718,Rob Liefeld
7176,7176,Art inspired by Rob Liefeld,2133,Rob Liefeld
7177,7177,Painting in the style of Rob Liefeld,4816,Rob Liefeld
7178,7178,A reproduction of art by Rob Liefeld,20,Rob Liefeld
7179,7179,A famous artwork by Rob Liefeld,198,Rob Liefeld
7180,7180,Image in the style of Robert Antoine Pinchon,2969,Robert Antoine Pinchon
7181,7181,Art inspired by Robert Antoine Pinchon,3122,Robert Antoine Pinchon
7182,7182,Painting in the style of Robert Antoine Pinchon,478,Robert Antoine Pinchon
7183,7183,A reproduction of art by Robert Antoine Pinchon,3494,Robert Antoine Pinchon
7184,7184,A famous artwork by Robert Antoine Pinchon,1407,Robert Antoine Pinchon
7185,7185,Image in the style of Robert Chew,3227,Robert Chew
7186,7186,Art inspired by Robert Chew,398,Robert Chew
7187,7187,Painting in the style of Robert Chew,3347,Robert Chew
7188,7188,A reproduction of art by Robert Chew,2232,Robert Chew
7189,7189,A famous artwork by Robert Chew,1626,Robert Chew
7190,7190,Image in the style of Robert Childress,1972,Robert Childress
7191,7191,Art inspired by Robert Childress,728,Robert Childress
7192,7192,Painting in the style of Robert Childress,99,Robert Childress
7193,7193,A reproduction of art by Robert Childress,154,Robert Childress
7194,7194,A famous artwork by Robert Childress,4149,Robert Childress
7195,7195,Image in the style of Robert Crumb,13,Robert Crumb
7196,7196,Art inspired by Robert Crumb,4557,Robert Crumb
7197,7197,Painting in the style of Robert Crumb,1507,Robert Crumb
7198,7198,A reproduction of art by Robert Crumb,3302,Robert Crumb
7199,7199,A famous artwork by Robert Crumb,1279,Robert Crumb
7200,7200,Image in the style of Robert Farkas,1121,Robert Farkas
7201,7201,Art inspired by Robert Farkas,4502,Robert Farkas
7202,7202,Painting in the style of Robert Farkas,2916,Robert Farkas
