case_number,prompt,class,evaluation_seed
4310,an image of a golf ball,golf ball,1876
4311,an image of a golf ball,golf ball,1489
4312,an image of a golf ball,golf ball,7496
4313,an image of a golf ball,golf ball,2434
4314,an image of a golf ball,golf ball,7980
4315,an image of a golf ball,golf ball,3786
4316,an image of a golf ball,golf ball,1082
4317,an image of a golf ball,golf ball,6266
4318,an image of a golf ball,golf ball,8666
4319,an image of a golf ball,golf ball,3303
4320,an image of a golf ball,golf ball,2120
4321,an image of a golf ball,golf ball,9343
4322,an image of a golf ball,golf ball,6344
4323,an image of a golf ball,golf ball,7778
4324,an image of a golf ball,golf ball,5691
4325,an image of a golf ball,golf ball,211
4326,an image of a golf ball,golf ball,4905
4327,an image of a golf ball,golf ball,6324
4328,an image of a golf ball,golf ball,57
4329,an image of a golf ball,golf ball,8396
4330,an image of a golf ball,golf ball,9603
4331,an image of a golf ball,golf ball,5237
4332,an image of a golf ball,golf ball,9677
4333,an image of a golf ball,golf ball,5434
4334,an image of a golf ball,golf ball,4130
4335,an image of a golf ball,golf ball,8514
4336,an image of a golf ball,golf ball,2150
4337,an image of a golf ball,golf ball,513
4338,an image of a golf ball,golf ball,7989
4339,an image of a golf ball,golf ball,9685
4340,an image of a golf ball,golf ball,8590
4341,an image of a golf ball,golf ball,516
4342,an image of a golf ball,golf ball,9284
4343,an image of a golf ball,golf ball,134
4344,an image of a golf ball,golf ball,9637
4345,an image of a golf ball,golf ball,9634
4346,an image of a golf ball,golf ball,5288
4347,an image of a golf ball,golf ball,9544
4348,an image of a golf ball,golf ball,7767
4349,an image of a golf ball,golf ball,1536
4350,an image of a golf ball,golf ball,4273
4351,an image of a golf ball,golf ball,3772
4352,an image of a golf ball,golf ball,8668
4353,an image of a golf ball,golf ball,2874
4354,an image of a golf ball,golf ball,6503
4355,an image of a golf ball,golf ball,1433
4356,an image of a golf ball,golf ball,3696
4357,an image of a golf ball,golf ball,7868
4358,an image of a golf ball,golf ball,4398
4359,an image of a golf ball,golf ball,4527
4360,an image of a golf ball,golf ball,2962
4361,an image of a golf ball,golf ball,2479
4362,an image of a golf ball,golf ball,6125
4363,an image of a golf ball,golf ball,5906
4364,an image of a golf ball,golf ball,6018
4365,an image of a golf ball,golf ball,319
4366,an image of a golf ball,golf ball,6967
4367,an image of a golf ball,golf ball,6914
4368,an image of a golf ball,golf ball,440
4369,an image of a golf ball,golf ball,863
4370,an image of a golf ball,golf ball,5064
4371,an image of a golf ball,golf ball,5662
4372,an image of a golf ball,golf ball,1971
4373,an image of a golf ball,golf ball,6437
4374,an image of a golf ball,golf ball,8391
4375,an image of a golf ball,golf ball,2499
4376,an image of a golf ball,golf ball,8938
4377,an image of a golf ball,golf ball,211
4378,an image of a golf ball,golf ball,4144
4379,an image of a golf ball,golf ball,7857
4380,an image of a golf ball,golf ball,8234
4381,an image of a golf ball,golf ball,3218
4382,an image of a golf ball,golf ball,9881
4383,an image of a golf ball,golf ball,1319
4384,an image of a golf ball,golf ball,1380
4385,an image of a golf ball,golf ball,34
4386,an image of a golf ball,golf ball,1414
4387,an image of a golf ball,golf ball,1785
4388,an image of a golf ball,golf ball,7579
4389,an image of a golf ball,golf ball,1349
4390,an image of a golf ball,golf ball,5074
4391,an image of a golf ball,golf ball,617
4392,an image of a golf ball,golf ball,1824
4393,an image of a golf ball,golf ball,1549
4394,an image of a golf ball,golf ball,8529
4395,an image of a golf ball,golf ball,4132
4396,an image of a golf ball,golf ball,9368
4397,an image of a golf ball,golf ball,6629
4398,an image of a golf ball,golf ball,9196
4399,an image of a golf ball,golf ball,2701
4400,an image of a golf ball,golf ball,9091
4401,an image of a golf ball,golf ball,8239
4402,an image of a golf ball,golf ball,2494
4403,an image of a golf ball,golf ball,983
4404,an image of a golf ball,golf ball,1070
4405,an image of a golf ball,golf ball,1960
4406,an image of a golf ball,golf ball,6577
4407,an image of a golf ball,golf ball,6499
4408,an image of a golf ball,golf ball,2706
4409,an image of a golf ball,golf ball,2351
4410,an image of a golf ball,golf ball,2329
4411,an image of a golf ball,golf ball,9092
4412,an image of a golf ball,golf ball,5466
4413,an image of a golf ball,golf ball,2999
4414,an image of a golf ball,golf ball,4728
4415,an image of a golf ball,golf ball,6529
4416,an image of a golf ball,golf ball,4951
4417,an image of a golf ball,golf ball,6701
4418,an image of a golf ball,golf ball,1813
4419,an image of a golf ball,golf ball,5739
4420,an image of a golf ball,golf ball,287
4421,an image of a golf ball,golf ball,7623
4422,an image of a golf ball,golf ball,3195
4423,an image of a golf ball,golf ball,2438
4424,an image of a golf ball,golf ball,7980
4425,an image of a golf ball,golf ball,9242
4426,an image of a golf ball,golf ball,1418
4427,an image of a golf ball,golf ball,7564
4428,an image of a golf ball,golf ball,905
4429,an image of a golf ball,golf ball,8179
4430,an image of a golf ball,golf ball,6359
4431,an image of a golf ball,golf ball,5772
4432,an image of a golf ball,golf ball,4240
4433,an image of a golf ball,golf ball,9875
4434,an image of a golf ball,golf ball,868
4435,an image of a golf ball,golf ball,9263
4436,an image of a golf ball,golf ball,7629
4437,an image of a golf ball,golf ball,7255
4438,an image of a golf ball,golf ball,558
4439,an image of a golf ball,golf ball,5637
4440,an image of a golf ball,golf ball,7081
4441,an image of a golf ball,golf ball,1102
4442,an image of a golf ball,golf ball,158
4443,an image of a golf ball,golf ball,3563
4444,an image of a golf ball,golf ball,1458
4445,an image of a golf ball,golf ball,7757
4446,an image of a golf ball,golf ball,9561
4447,an image of a golf ball,golf ball,545
4448,an image of a golf ball,golf ball,6153
4449,an image of a golf ball,golf ball,5214
4450,an image of a golf ball,golf ball,9441
4451,an image of a golf ball,golf ball,5944
4452,an image of a golf ball,golf ball,6366
4453,an image of a golf ball,golf ball,7606
4454,an image of a golf ball,golf ball,6099
4455,an image of a golf ball,golf ball,3016
4456,an image of a golf ball,golf ball,2001
4457,an image of a golf ball,golf ball,6928
4458,an image of a golf ball,golf ball,3343
4459,an image of a golf ball,golf ball,457
4460,an image of a golf ball,golf ball,1203
4461,an image of a golf ball,golf ball,6203
4462,an image of a golf ball,golf ball,6628
4463,an image of a golf ball,golf ball,7639
4464,an image of a golf ball,golf ball,7582
4465,an image of a golf ball,golf ball,9548
4466,an image of a golf ball,golf ball,4056
4467,an image of a golf ball,golf ball,2415
4468,an image of a golf ball,golf ball,2012
4469,an image of a golf ball,golf ball,132
4470,an image of a golf ball,golf ball,4090
4471,an image of a golf ball,golf ball,932
4472,an image of a golf ball,golf ball,3665
4473,an image of a golf ball,golf ball,5646
4474,an image of a golf ball,golf ball,1092
4475,an image of a golf ball,golf ball,7826
4476,an image of a golf ball,golf ball,8983
4477,an image of a golf ball,golf ball,4285
4478,an image of a golf ball,golf ball,7140
4479,an image of a golf ball,golf ball,4411
4480,an image of a golf ball,golf ball,4788
4481,an image of a golf ball,golf ball,8205
4482,an image of a golf ball,golf ball,8787
4483,an image of a golf ball,golf ball,7862
4484,an image of a golf ball,golf ball,4020
4485,an image of a golf ball,golf ball,506
4486,an image of a golf ball,golf ball,59
4487,an image of a golf ball,golf ball,3261
4488,an image of a golf ball,golf ball,8029
4489,an image of a golf ball,golf ball,1523
4490,an image of a golf ball,golf ball,2570
4491,an image of a golf ball,golf ball,4593
4492,an image of a golf ball,golf ball,584
4493,an image of a golf ball,golf ball,67
4494,an image of a golf ball,golf ball,7232
4495,an image of a golf ball,golf ball,3925
4496,an image of a golf ball,golf ball,7765
4497,an image of a golf ball,golf ball,9018
4498,an image of a golf ball,golf ball,8624
4499,an image of a golf ball,golf ball,8889
4500,an image of a parachute,parachute,3275
4501,an image of a parachute,parachute,2091
4502,an image of a parachute,parachute,6493
4503,an image of a parachute,parachute,974
4504,an image of a parachute,parachute,8497
4505,an image of a parachute,parachute,1101
4506,an image of a parachute,parachute,4249
4507,an image of a parachute,parachute,9326
4508,an image of a parachute,parachute,3623
4509,an image of a parachute,parachute,6129
4510,an image of a parachute,parachute,7927
4511,an image of a parachute,parachute,4588
4512,an image of a parachute,parachute,3359
4513,an image of a parachute,parachute,8468
4514,an image of a parachute,parachute,4034
4515,an image of a parachute,parachute,7241
4516,an image of a parachute,parachute,3878
4517,an image of a parachute,parachute,8465
4518,an image of a parachute,parachute,4440
4519,an image of a parachute,parachute,7745
4520,an image of a parachute,parachute,6332
4521,an image of a parachute,parachute,6793
4522,an image of a parachute,parachute,8123
4523,an image of a parachute,parachute,7824
4524,an image of a parachute,parachute,2025
4525,an image of a parachute,parachute,1059
4526,an image of a parachute,parachute,1927
4527,an image of a parachute,parachute,987
4528,an image of a parachute,parachute,4797
4529,an image of a parachute,parachute,9136
4530,an image of a parachute,parachute,3001
4531,an image of a parachute,parachute,6151
4532,an image of a parachute,parachute,2431
4533,an image of a parachute,parachute,3829
4534,an image of a parachute,parachute,3579
4535,an image of a parachute,parachute,5409
4536,an image of a parachute,parachute,9118
4537,an image of a parachute,parachute,9973
4538,an image of a parachute,parachute,5076
4539,an image of a parachute,parachute,5541
4540,an image of a parachute,parachute,6123
4541,an image of a parachute,parachute,5656
4542,an image of a parachute,parachute,7764
4543,an image of a parachute,parachute,1209
4544,an image of a parachute,parachute,7582
4545,an image of a parachute,parachute,3797
4546,an image of a parachute,parachute,5118
4547,an image of a parachute,parachute,3708
4548,an image of a parachute,parachute,254
4549,an image of a parachute,parachute,2054
4550,an image of a parachute,parachute,9072
4551,an image of a parachute,parachute,1590
4552,an image of a parachute,parachute,5286
4553,an image of a parachute,parachute,5166
4554,an image of a parachute,parachute,189
4555,an image of a parachute,parachute,1527
4556,an image of a parachute,parachute,2124
4557,an image of a parachute,parachute,3983
4558,an image of a parachute,parachute,8168
4559,an image of a parachute,parachute,3457
4560,an image of a parachute,parachute,5603
4561,an image of a parachute,parachute,7904
4562,an image of a parachute,parachute,8346
4563,an image of a parachute,parachute,6938
4564,an image of a parachute,parachute,697
4565,an image of a parachute,parachute,3181
4566,an image of a parachute,parachute,5580
4567,an image of a parachute,parachute,1942
4568,an image of a parachute,parachute,1088
4569,an image of a parachute,parachute,6610
4570,an image of a parachute,parachute,5019
4571,an image of a parachute,parachute,40
4572,an image of a parachute,parachute,6730
4573,an image of a parachute,parachute,300
4574,an image of a parachute,parachute,6111
4575,an image of a parachute,parachute,6395
4576,an image of a parachute,parachute,8818
4577,an image of a parachute,parachute,9401
4578,an image of a parachute,parachute,660
4579,an image of a parachute,parachute,4419
4580,an image of a parachute,parachute,1020
4581,an image of a parachute,parachute,2478
4582,an image of a parachute,parachute,4579
4583,an image of a parachute,parachute,8082
4584,an image of a parachute,parachute,4255
4585,an image of a parachute,parachute,6906
4586,an image of a parachute,parachute,4213
4587,an image of a parachute,parachute,7467
4588,an image of a parachute,parachute,7632
4589,an image of a parachute,parachute,196
4590,an image of a parachute,parachute,917
4591,an image of a parachute,parachute,6975
4592,an image of a parachute,parachute,913
4593,an image of a parachute,parachute,2824
4594,an image of a parachute,parachute,4884
4595,an image of a parachute,parachute,6234
4596,an image of a parachute,parachute,5757
4597,an image of a parachute,parachute,1055
4598,an image of a parachute,parachute,9623
4599,an image of a parachute,parachute,7196
4600,an image of a parachute,parachute,1052
4601,an image of a parachute,parachute,7963
4602,an image of a parachute,parachute,1989
4603,an image of a parachute,parachute,4922
4604,an image of a parachute,parachute,9859
4605,an image of a parachute,parachute,6321
4606,an image of a parachute,parachute,6240
4607,an image of a parachute,parachute,5254
4608,an image of a parachute,parachute,8988
4609,an image of a parachute,parachute,7862
4610,an image of a parachute,parachute,2129
4611,an image of a parachute,parachute,9863
4612,an image of a parachute,parachute,9454
4613,an image of a parachute,parachute,3225
4614,an image of a parachute,parachute,3849
4615,an image of a parachute,parachute,1201
4616,an image of a parachute,parachute,1896
4617,an image of a parachute,parachute,187
4618,an image of a parachute,parachute,313
4619,an image of a parachute,parachute,3707
4620,an image of a parachute,parachute,6129
4621,an image of a parachute,parachute,5140
4622,an image of a parachute,parachute,4553
4623,an image of a parachute,parachute,3149
4624,an image of a parachute,parachute,9475
4625,an image of a parachute,parachute,7479
4626,an image of a parachute,parachute,8513
4627,an image of a parachute,parachute,4988
4628,an image of a parachute,parachute,7816
