,case_number,prompt,evaluation_seed,artist
8234,8234,A famous artwork by Storm Thorgerson,95,Storm Thorgerson
8235,8235,Image in the style of Stuart Davis,960,Stuart Davis
8236,8236,Art inspired by Stuart Davis,573,Stuart Davis
8237,8237,Painting in the style of Stuart Davis,3639,Stuart Davis
8238,8238,A reproduction of art by Stuart Davis,4274,Stuart Davis
8239,8239,A famous artwork by Stuart Davis,3423,Stuart Davis
8240,8240,Image in the style of Stuart Haygarth,327,Stuart Haygarth
8241,8241,Art inspired by Stuart Haygarth,4414,Stuart Haygarth
8242,8242,Painting in the style of Stuart Haygarth,3867,Stuart Haygarth
8243,8243,A reproduction of art by Stuart Haygarth,1822,Stuart Haygarth
8244,8244,A famous artwork by Stuart Haygarth,3351,Stuart Haygarth
8245,8245,Image in the style of Stuart Immonen,621,Stuart Immonen
8246,8246,Art inspired by Stuart Immonen,2234,Stuart Immonen
8247,8247,Painting in the style of Stuart Immonen,4701,Stuart Immonen
8248,8248,A reproduction of art by Stuart Immonen,2299,Stuart Immonen
8249,8249,A famous artwork by Stuart Immonen,2169,Stuart Immonen
8250,8250,Image in the style of Studio Ghibli,2317,Studio Ghibli
8251,8251,Art inspired by Studio Ghibli,1905,Studio Ghibli
8252,8252,Painting in the style of Studio Ghibli,3165,Studio Ghibli
8253,8253,A reproduction of art by Studio Ghibli,1140,Studio Ghibli
8254,8254,A famous artwork by Studio Ghibli,1510,Studio Ghibli
8255,8255,Image in the style of Sue Bryce,3283,Sue Bryce
8256,8256,Art inspired by Sue Bryce,2843,Sue Bryce
8257,8257,Painting in the style of Sue Bryce,4995,Sue Bryce
8258,8258,A reproduction of art by Sue Bryce,1286,Sue Bryce
8259,8259,A famous artwork by Sue Bryce,4040,Sue Bryce
8260,8260,Image in the style of Susan Luo,4601,Susan Luo
8261,8261,Art inspired by Susan Luo,2672,Susan Luo
8262,8262,Painting in the style of Susan Luo,2133,Susan Luo
8263,8263,A reproduction of art by Susan Luo,4380,Susan Luo
8264,8264,A famous artwork by Susan Luo,820,Susan Luo
8265,8265,Image in the style of Susan Seddon Boulet,2780,Susan Seddon Boulet
8266,8266,Art inspired by Susan Seddon Boulet,2387,Susan Seddon Boulet
8267,8267,Painting in the style of Susan Seddon Boulet,4403,Susan Seddon Boulet
8268,8268,A reproduction of art by Susan Seddon Boulet,2997,Susan Seddon Boulet
8269,8269,A famous artwork by Susan Seddon Boulet,636,Susan Seddon Boulet
8270,8270,Image in the style of Sven Nordqvist,1153,Sven Nordqvist
8271,8271,Art inspired by Sven Nordqvist,3695,Sven Nordqvist
8272,8272,Painting in the style of Sven Nordqvist,3878,Sven Nordqvist
8273,8273,A reproduction of art by Sven Nordqvist,4021,Sven Nordqvist
8274,8274,A famous artwork by Sven Nordqvist,1658,Sven Nordqvist
8275,8275,Image in the style of Syd Mead,2867,Syd Mead
8276,8276,Art inspired by Syd Mead,186,Syd Mead
8277,8277,Painting in the style of Syd Mead,578,Syd Mead
8278,8278,A reproduction of art by Syd Mead,4059,Syd Mead
8279,8279,A famous artwork by Syd Mead,2963,Syd Mead
8280,8280,Image in the style of Sydney Edmunds,4917,Sydney Edmunds
8281,8281,Art inspired by Sydney Edmunds,2460,Sydney Edmunds
8282,8282,Painting in the style of Sydney Edmunds,4487,Sydney Edmunds
8283,8283,A reproduction of art by Sydney Edmunds,3145,Sydney Edmunds
8284,8284,A famous artwork by Sydney Edmunds,4157,Sydney Edmunds
8285,8285,Image in the style of Sydney Prior Hall,1304,Sydney Prior Hall
8286,8286,Art inspired by Sydney Prior Hall,4501,Sydney Prior Hall
8287,8287,Painting in the style of Sydney Prior Hall,4768,Sydney Prior Hall
8288,8288,A reproduction of art by Sydney Prior Hall,2620,Sydney Prior Hall
8289,8289,A famous artwork by Sydney Prior Hall,3970,Sydney Prior Hall
8290,8290,Image in the style of Tadao Ando,1920,Tadao Ando
8291,8291,Art inspired by Tadao Ando,441,Tadao Ando
8292,8292,Painting in the style of Tadao Ando,4154,Tadao Ando
8293,8293,A reproduction of art by Tadao Ando,1737,Tadao Ando
8294,8294,A famous artwork by Tadao Ando,4973,Tadao Ando
8295,8295,Image in the style of Taiyō Matsumoto,4647,Taiyō Matsumoto
8296,8296,Art inspired by Taiyō Matsumoto,2620,Taiyō Matsumoto
8297,8297,Painting in the style of Taiyō Matsumoto,4979,Taiyō Matsumoto
8298,8298,A reproduction of art by Taiyō Matsumoto,611,Taiyō Matsumoto
8299,8299,A famous artwork by Taiyō Matsumoto,229,Taiyō Matsumoto
8300,8300,Image in the style of Takashi Murakami,4673,Takashi Murakami
8301,8301,Art inspired by Takashi Murakami,3986,Takashi Murakami
8302,8302,Painting in the style of Takashi Murakami,3835,Takashi Murakami
8303,8303,A reproduction of art by Takashi Murakami,1388,Takashi Murakami
8304,8304,A famous artwork by Takashi Murakami,4108,Takashi Murakami
8305,8305,Image in the style of Takato Yamamoto,1188,Takato Yamamoto
8306,8306,Art inspired by Takato Yamamoto,513,Takato Yamamoto
8307,8307,Painting in the style of Takato Yamamoto,183,Takato Yamamoto
8308,8308,A reproduction of art by Takato Yamamoto,2605,Takato Yamamoto
8309,8309,A famous artwork by Takato Yamamoto,4768,Takato Yamamoto
8310,8310,Image in the style of Takeshi Obata,759,Takeshi Obata
8311,8311,Art inspired by Takeshi Obata,2890,Takeshi Obata
8312,8312,Painting in the style of Takeshi Obata,821,Takeshi Obata
8313,8313,A reproduction of art by Takeshi Obata,4200,Takeshi Obata
8314,8314,A famous artwork by Takeshi Obata,4961,Takeshi Obata
8315,8315,Image in the style of Tamara Lempicka,904,Tamara Lempicka
8316,8316,Art inspired by Tamara Lempicka,3723,Tamara Lempicka
8317,8317,Painting in the style of Tamara Lempicka,4472,Tamara Lempicka
8318,8318,A reproduction of art by Tamara Lempicka,716,Tamara Lempicka
8319,8319,A famous artwork by Tamara Lempicka,2494,Tamara Lempicka
8320,8320,Image in the style of Tan Zhi Hui,984,Tan Zhi Hui
8321,8321,Art inspired by Tan Zhi Hui,4926,Tan Zhi Hui
8322,8322,Painting in the style of Tan Zhi Hui,705,Tan Zhi Hui
8323,8323,A reproduction of art by Tan Zhi Hui,878,Tan Zhi Hui
8324,8324,A famous artwork by Tan Zhi Hui,2284,Tan Zhi Hui
8325,8325,Image in the style of Tara McPherson,4822,Tara McPherson
8326,8326,Art inspired by Tara McPherson,793,Tara McPherson
8327,8327,Painting in the style of Tara McPherson,304,Tara McPherson
8328,8328,A reproduction of art by Tara McPherson,317,Tara McPherson
8329,8329,A famous artwork by Tara McPherson,817,Tara McPherson
8330,8330,Image in the style of Tari Márk Dávid,314,Tari Márk Dávid
8331,8331,Art inspired by Tari Márk Dávid,3285,Tari Márk Dávid
8332,8332,Painting in the style of Tari Márk Dávid,1236,Tari Márk Dávid
8333,8333,A reproduction of art by Tari Márk Dávid,45,Tari Márk Dávid
8334,8334,A famous artwork by Tari Márk Dávid,4210,Tari Márk Dávid
8335,8335,Image in the style of Tatsuro Kiuchi,3393,Tatsuro Kiuchi
8336,8336,Art inspired by Tatsuro Kiuchi,3661,Tatsuro Kiuchi
8337,8337,Painting in the style of Tatsuro Kiuchi,2565,Tatsuro Kiuchi
8338,8338,A reproduction of art by Tatsuro Kiuchi,3234,Tatsuro Kiuchi
8339,8339,A famous artwork by Tatsuro Kiuchi,730,Tatsuro Kiuchi
8340,8340,Image in the style of Ted Nasmith,1119,Ted Nasmith
8341,8341,Art inspired by Ted Nasmith,2569,Ted Nasmith
8342,8342,Painting in the style of Ted Nasmith,2763,Ted Nasmith
8343,8343,A reproduction of art by Ted Nasmith,3637,Ted Nasmith
8344,8344,A famous artwork by Ted Nasmith,1270,Ted Nasmith
8345,8345,Image in the style of Ted Wallace,4782,Ted Wallace
8346,8346,Art inspired by Ted Wallace,2933,Ted Wallace
8347,8347,Painting in the style of Ted Wallace,3338,Ted Wallace
8348,8348,A reproduction of art by Ted Wallace,2100,Ted Wallace
8349,8349,A famous artwork by Ted Wallace,3998,Ted Wallace
8350,8350,Image in the style of Teophilus Tetteh,367,Teophilus Tetteh
8351,8351,Art inspired by Teophilus Tetteh,615,Teophilus Tetteh
8352,8352,Painting in the style of Teophilus Tetteh,3897,Teophilus Tetteh
8353,8353,A reproduction of art by Teophilus Tetteh,2286,Teophilus Tetteh
8354,8354,A famous artwork by Teophilus Tetteh,2507,Teophilus Tetteh
8355,8355,Image in the style of Terada Katsuya,3482,Terada Katsuya
8356,8356,Art inspired by Terada Katsuya,123,Terada Katsuya
8357,8357,Painting in the style of Terada Katsuya,2000,Terada Katsuya
8358,8358,A reproduction of art by Terada Katsuya,4675,Terada Katsuya
8359,8359,A famous artwork by Terada Katsuya,1177,Terada Katsuya
8360,8360,Image in the style of Teresa Ramos,4699,Teresa Ramos
8361,8361,Art inspired by Teresa Ramos,3362,Teresa Ramos
8362,8362,Painting in the style of Teresa Ramos,4479,Teresa Ramos
8363,8363,A reproduction of art by Teresa Ramos,15,Teresa Ramos
8364,8364,A famous artwork by Teresa Ramos,3878,Teresa Ramos
8365,8365,Image in the style of Terry Oakes,2269,Terry Oakes
8366,8366,Art inspired by Terry Oakes,1565,Terry Oakes
8367,8367,Painting in the style of Terry Oakes,194,Terry Oakes
8368,8368,A reproduction of art by Terry Oakes,2379,Terry Oakes
8369,8369,A famous artwork by Terry Oakes,3913,Terry Oakes
8370,8370,Image in the style of Terry Redlin,4896,Terry Redlin
8371,8371,Art inspired by Terry Redlin,2589,Terry Redlin
8372,8372,Painting in the style of Terry Redlin,4719,Terry Redlin
8373,8373,A reproduction of art by Terry Redlin,2710,Terry Redlin
8374,8374,A famous artwork by Terry Redlin,4018,Terry Redlin
8375,8375,Image in the style of Tex Avery,1480,Tex Avery
8376,8376,Art inspired by Tex Avery,936,Tex Avery
8377,8377,Painting in the style of Tex Avery,3292,Tex Avery
8378,8378,A reproduction of art by Tex Avery,4160,Tex Avery
8379,8379,A famous artwork by Tex Avery,3683,Tex Avery
8380,8380,Image in the style of Theo van Rysselberghe,1326,Theo van Rysselberghe
8381,8381,Art inspired by Theo van Rysselberghe,1634,Theo van Rysselberghe
8382,8382,Painting in the style of Theo van Rysselberghe,41,Theo van Rysselberghe
8383,8383,A reproduction of art by Theo van Rysselberghe,1805,Theo van Rysselberghe
8384,8384,A famous artwork by Theo van Rysselberghe,3147,Theo van Rysselberghe
8385,8385,Image in the style of Thomas Allom,4090,Thomas Allom
8386,8386,Art inspired by Thomas Allom,271,Thomas Allom
8387,8387,Painting in the style of Thomas Allom,1808,Thomas Allom
8388,8388,A reproduction of art by Thomas Allom,156,Thomas Allom
8389,8389,A famous artwork by Thomas Allom,579,Thomas Allom
8390,8390,Image in the style of Thomas Benjamin Kennington,4044,Thomas Benjamin Kennington
8391,8391,Art inspired by Thomas Benjamin Kennington,1940,Thomas Benjamin Kennington
8392,8392,Painting in the style of Thomas Benjamin Kennington,2982,Thomas Benjamin Kennington
8393,8393,A reproduction of art by Thomas Benjamin Kennington,4474,Thomas Benjamin Kennington
8394,8394,A famous artwork by Thomas Benjamin Kennington,4360,Thomas Benjamin Kennington
8395,8395,Image in the style of Thomas Blackshear,4777,Thomas Blackshear
8396,8396,Art inspired by Thomas Blackshear,4275,Thomas Blackshear
8397,8397,Painting in the style of Thomas Blackshear,966,Thomas Blackshear
8398,8398,A reproduction of art by Thomas Blackshear,3162,Thomas Blackshear
8399,8399,A famous artwork by Thomas Blackshear,3485,Thomas Blackshear
8400,8400,Image in the style of Thomas Cole,3058,Thomas Cole
8401,8401,Art inspired by Thomas Cole,1878,Thomas Cole
8402,8402,Painting in the style of Thomas Cole,3154,Thomas Cole
8403,8403,A reproduction of art by Thomas Cole,4046,Thomas Cole
8404,8404,A famous artwork by Thomas Cole,2593,Thomas Cole
8405,8405,Image in the style of Thomas Dodd,1700,Thomas Dodd
8406,8406,Art inspired by Thomas Dodd,3547,Thomas Dodd
8407,8407,Painting in the style of Thomas Dodd,399,Thomas Dodd
8408,8408,A reproduction of art by Thomas Dodd,4957,Thomas Dodd
8409,8409,A famous artwork by Thomas Dodd,393,Thomas Dodd
8410,8410,Image in the style of Thomas Eakins,1605,Thomas Eakins
8411,8411,Art inspired by Thomas Eakins,3165,Thomas Eakins
8412,8412,Painting in the style of Thomas Eakins,537,Thomas Eakins
8413,8413,A reproduction of art by Thomas Eakins,21,Thomas Eakins
8414,8414,A famous artwork by Thomas Eakins,4716,Thomas Eakins
8415,8415,Image in the style of Thomas Gainsborough,1902,Thomas Gainsborough
8416,8416,Art inspired by Thomas Gainsborough,2388,Thomas Gainsborough
8417,8417,Painting in the style of Thomas Gainsborough,2690,Thomas Gainsborough
8418,8418,A reproduction of art by Thomas Gainsborough,2162,Thomas Gainsborough
8419,8419,A famous artwork by Thomas Gainsborough,4385,Thomas Gainsborough
8420,8420,Image in the style of Thomas Kinkade,2389,Thomas Kinkade
8421,8421,Art inspired by Thomas Kinkade,922,Thomas Kinkade
8422,8422,Painting in the style of Thomas Kinkade,4086,Thomas Kinkade
8423,8423,A reproduction of art by Thomas Kinkade,1865,Thomas Kinkade
8424,8424,A famous artwork by Thomas Kinkade,2407,Thomas Kinkade
8425,8425,Image in the style of Thomas Moran,143,Thomas Moran
8426,8426,Art inspired by Thomas Moran,2903,Thomas Moran
8427,8427,Painting in the style of Thomas Moran,4341,Thomas Moran
8428,8428,A reproduction of art by Thomas Moran,1716,Thomas Moran
8429,8429,A famous artwork by Thomas Moran,961,Thomas Moran
8430,8430,Image in the style of Thomas Rowlandson,1608,Thomas Rowlandson
8431,8431,Art inspired by Thomas Rowlandson,3489,Thomas Rowlandson
8432,8432,Painting in the style of Thomas Rowlandson,3398,Thomas Rowlandson
8433,8433,A reproduction of art by Thomas Rowlandson,4740,Thomas Rowlandson
8434,8434,A famous artwork by Thomas Rowlandson,367,Thomas Rowlandson
8435,8435,Image in the style of Thomas Saliot,1425,Thomas Saliot
8436,8436,Art inspired by Thomas Saliot,4508,Thomas Saliot
8437,8437,Painting in the style of Thomas Saliot,3938,Thomas Saliot
8438,8438,A reproduction of art by Thomas Saliot,1840,Thomas Saliot
8439,8439,A famous artwork by Thomas Saliot,151,Thomas Saliot
8440,8440,Image in the style of Thomas Struth,2749,Thomas Struth
8441,8441,Art inspired by Thomas Struth,3242,Thomas Struth
8442,8442,Painting in the style of Thomas Struth,1591,Thomas Struth
8443,8443,A reproduction of art by Thomas Struth,3188,Thomas Struth
8444,8444,A famous artwork by Thomas Struth,4709,Thomas Struth
8445,8445,Image in the style of Thomas Visscher,587,Thomas Visscher
8446,8446,Art inspired by Thomas Visscher,3791,Thomas Visscher
8447,8447,Painting in the style of Thomas Visscher,463,Thomas Visscher
8448,8448,A reproduction of art by Thomas Visscher,749,Thomas Visscher
8449,8449,A famous artwork by Thomas Visscher,3587,Thomas Visscher
8450,8450,Image in the style of Thomas W Schaller,1175,Thomas W Schaller
8451,8451,Art inspired by Thomas W Schaller,3452,Thomas W Schaller
8452,8452,Painting in the style of Thomas W Schaller,219,Thomas W Schaller
8453,8453,A reproduction of art by Thomas W Schaller,200,Thomas W Schaller
8454,8454,A famous artwork by Thomas W Schaller,638,Thomas W Schaller
8455,8455,Image in the style of Thornton Oakley,2416,Thornton Oakley
8456,8456,Art inspired by Thornton Oakley,1378,Thornton Oakley
8457,8457,Painting in the style of Thornton Oakley,2408,Thornton Oakley
8458,8458,A reproduction of art by Thornton Oakley,1923,Thornton Oakley
8459,8459,A famous artwork by Thornton Oakley,778,Thornton Oakley
8460,8460,Image in the style of Théodore Géricault,2198,Théodore Géricault
8461,8461,Art inspired by Théodore Géricault,1447,Théodore Géricault
8462,8462,Painting in the style of Théodore Géricault,4291,Théodore Géricault
8463,8463,A reproduction of art by Théodore Géricault,4072,Théodore Géricault
8464,8464,A famous artwork by Théodore Géricault,3003,Théodore Géricault
8465,8465,Image in the style of Tibor Nagy,1967,Tibor Nagy
8466,8466,Art inspired by Tibor Nagy,2556,Tibor Nagy
8467,8467,Painting in the style of Tibor Nagy,1587,Tibor Nagy
8468,8468,A reproduction of art by Tibor Nagy,3308,Tibor Nagy
8469,8469,A famous artwork by Tibor Nagy,4574,Tibor Nagy
8470,8470,Image in the style of Till Freitag,4312,Till Freitag
8471,8471,Art inspired by Till Freitag,599,Till Freitag
8472,8472,Painting in the style of Till Freitag,469,Till Freitag
8473,8473,A reproduction of art by Till Freitag,2077,Till Freitag
8474,8474,A famous artwork by Till Freitag,4111,Till Freitag
8475,8475,Image in the style of Tim Burton,3582,Tim Burton
8476,8476,Art inspired by Tim Burton,469,Tim Burton
8477,8477,Painting in the style of Tim Burton,3217,Tim Burton
8478,8478,A reproduction of art by Tim Burton,2688,Tim Burton
8479,8479,A famous artwork by Tim Burton,1760,Tim Burton
8480,8480,Image in the style of Tim Doyle,3408,Tim Doyle
8481,8481,Art inspired by Tim Doyle,4080,Tim Doyle
8482,8482,Painting in the style of Tim Doyle,1375,Tim Doyle
8483,8483,A reproduction of art by Tim Doyle,1643,Tim Doyle
8484,8484,A famous artwork by Tim Doyle,123,Tim Doyle
8485,8485,Image in the style of Tim Hildebrandt,4621,Tim Hildebrandt
8486,8486,Art inspired by Tim Hildebrandt,379,Tim Hildebrandt
8487,8487,Painting in the style of Tim Hildebrandt,4496,Tim Hildebrandt
8488,8488,A reproduction of art by Tim Hildebrandt,4424,Tim Hildebrandt
8489,8489,A famous artwork by Tim Hildebrandt,1126,Tim Hildebrandt
8490,8490,Image in the style of Tim White,1771,Tim White
8491,8491,Art inspired by Tim White,697,Tim White
8492,8492,Painting in the style of Tim White,187,Tim White
8493,8493,A reproduction of art by Tim White,1608,Tim White
8494,8494,A famous artwork by Tim White,3824,Tim White
8495,8495,Image in the style of Tintoretto,122,Tintoretto
8496,8496,Art inspired by Tintoretto,3044,Tintoretto
8497,8497,Painting in the style of Tintoretto,296,Tintoretto
8498,8498,A reproduction of art by Tintoretto,3463,Tintoretto
8499,8499,A famous artwork by Tintoretto,3746,Tintoretto
8500,8500,Image in the style of Titian,3903,Titian
8501,8501,Art inspired by Titian,1173,Titian
8502,8502,Painting in the style of Titian,3378,Titian
8503,8503,A reproduction of art by Titian,4656,Titian
8504,8504,A famous artwork by Titian,1141,Titian
8505,8505,Image in the style of Todd McFarlane,3034,Todd McFarlane
